,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
8159,or,m,college,68.76,0.0,104.0,0.0,special auto,suv,748.8
8160,ca,m,master,22.72,0.0,64.0,0.0,corporate auto,four-door car,286.12
8161,ca,f,master,89.23,98044.0,73.0,0.0,personal auto,four-door car,347.34
8162,ca,f,high school or below,164.84,91354.0,68.0,0.0,special auto,two-door car,361.65
8163,wa,f,college,68.61,0.0,109.0,4.0,corporate auto,sports car,605.14
8164,az,f,high school or below,129.48,15083.0,115.0,0.0,personal auto,four-door car,552.0
8165,ca,f,high school or below,137.87,0.0,61.0,0.0,personal auto,four-door car,370.76
8166,or,m,bachelor,77.06,0.0,107.0,0.0,personal auto,sports car,1267.71
8167,or,f,bachelor,85.2,0.0,80.0,0.0,personal auto,four-door car,69.14
8168,ca,f,bachelor,22.42,0.0,67.0,3.0,personal auto,four-door car,618.36
8169,ca,f,bachelor,270.69,22955.0,92.0,3.0,personal auto,four-door car,441.6
8170,wa,m,bachelor,205.8,0.0,69.0,0.0,personal auto,four-door car,566.67
8171,or,m,master,24.66,51641.0,63.0,1.0,personal auto,four-door car,137.09
8172,ca,f,master,90.53,10211.0,119.0,0.0,personal auto,suv,571.2
8173,ca,f,bachelor,25.46,0.0,68.0,0.0,corporate auto,four-door car,296.69
8174,az,f,bachelor,30.07,0.0,80.0,0.0,personal auto,two-door car,16.52
8175,az,f,bachelor,277.9,33806.0,89.0,0.0,personal auto,four-door car,395.73
8176,ca,m,master,62.89,50269.0,80.0,0.0,personal auto,two-door car,32.23
8177,nv,m,bachelor,39.54,18375.0,103.0,0.0,personal auto,sports car,535.08
8178,or,m,bachelor,75.83,24133.0,68.0,0.0,personal auto,two-door car,76.03
8179,ca,f,college,61.86,88375.0,77.0,0.0,personal auto,four-door car,0.42
8180,az,m,master,57.57,88997.0,72.0,0.0,personal auto,four-door car,174.04
8181,ca,f,high school or below,44.74,0.0,125.0,0.0,personal auto,suv,600.0
8182,or,m,high school or below,47.86,23402.0,61.0,0.0,personal auto,four-door car,292.8
8183,ca,f,high school or below,122.45,46396.0,103.0,1.0,corporate auto,four-door car,384.01
8184,az,f,college,71.21,0.0,96.0,0.0,personal auto,four-door car,460.8
8185,or,f,high school or below,75.48,0.0,102.0,0.0,personal auto,four-door car,489.6
8186,ca,f,college,203.8,33175.0,66.0,0.0,corporate auto,two-door car,84.52
8187,ca,f,master,90.12,63885.0,114.0,0.0,personal auto,suv,86.48
8188,ca,f,high school or below,200.97,92766.0,71.0,0.0,personal auto,two-door car,379.03
8189,az,m,college,47.87,45515.0,61.0,0.0,personal auto,two-door car,236.91
8190,or,m,bachelor,115.78,0.0,115.0,0.0,personal auto,suv,1163.62
8191,ca,m,high school or below,27.19,37703.0,70.0,0.0,corporate auto,two-door car,83.12
8192,or,f,bachelor,47.61,0.0,68.0,0.0,corporate auto,four-door car,489.6
8193,or,m,college,87.01,0.0,122.0,0.0,personal auto,suv,684.85
8194,nv,f,college,26.59,64987.0,66.0,0.0,personal auto,four-door car,182.93
8195,az,f,high school or below,51.4,73180.0,64.0,0.0,personal auto,four-door car,132.54
8196,or,f,high school or below,200.97,92766.0,71.0,0.0,corporate auto,two-door car,379.03
8197,az,m,college,40.25,0.0,119.0,2.0,personal auto,suv,571.2
8198,ca,f,college,27.71,50071.0,71.0,0.0,personal auto,two-door car,18.92
8199,ca,m,college,67.46,53058.0,91.0,4.0,personal auto,four-door car,209.47
8200,or,m,master,92.6,0.0,127.0,0.0,special auto,suv,22.48
8201,ca,f,college,84.67,16370.0,74.0,0.0,personal auto,two-door car,296.05
8202,ca,f,bachelor,227.62,70521.0,63.0,0.0,corporate auto,four-door car,302.4
8203,or,m,bachelor,93.32,58007.0,81.0,0.0,special auto,two-door car,518.35
8204,or,m,college,71.0,31670.0,179.0,0.0,corporate auto,sports car,1288.8
8205,or,f,high school or below,80.07,0.0,112.0,0.0,personal auto,sports car,537.6
8206,az,f,bachelor,195.12,0.0,70.0,0.0,corporate auto,four-door car,491.11
8207,or,f,bachelor,81.46,62534.0,68.0,0.0,personal auto,two-door car,326.4
8208,or,m,bachelor,28.1,26790.0,71.0,0.0,corporate auto,two-door car,340.8
8209,ca,f,bachelor,68.46,0.0,95.0,0.0,personal auto,two-door car,456.0
8210,or,f,high school or below,37.56,56178.0,94.0,0.0,personal auto,four-door car,451.2
8211,az,f,high school or below,23.93,28646.0,61.0,0.0,personal auto,four-door car,355.03
8212,or,m,high school or below,406.37,31267.0,129.0,0.0,personal auto,sports car,619.2
8213,nv,m,college,90.68,78250.0,114.0,0.0,personal auto,four-door car,547.2
8214,ca,m,high school or below,56.2,0.0,153.0,0.0,personal auto,suv,1027.0
8215,ca,m,bachelor,80.14,65636.0,67.0,0.0,personal auto,four-door car,321.6
8216,ca,m,bachelor,40.89,43177.0,103.0,0.0,corporate auto,suv,420.97
8217,or,m,college,50.65,26733.0,66.0,0.0,personal auto,four-door car,218.72
8218,or,f,master,83.73,12590.0,73.0,0.0,personal auto,two-door car,132.5
8219,wa,m,bachelor,660.26,33481.0,188.0,0.0,personal auto,luxury suv,1194.89
8220,ca,f,college,81.75,0.0,80.0,0.0,personal auto,four-door car,384.0
8221,or,m,doctor,87.2,25752.0,73.0,0.0,personal auto,two-door car,378.26
8222,ca,f,college,32.38,27982.0,87.0,0.0,personal auto,two-door car,14.74
8223,ca,m,bachelor,53.55,29445.0,68.0,0.0,personal auto,four-door car,334.02
8224,wa,f,college,23.75,47455.0,61.0,0.0,personal auto,four-door car,278.8
8225,nv,f,high school or below,86.47,64125.0,108.0,0.0,personal auto,suv,369.82
8226,or,f,college,66.72,56830.0,83.0,0.0,personal auto,two-door car,319.8
8227,ca,m,college,129.19,58236.0,108.0,0.0,corporate auto,suv,67.25
8228,wa,m,bachelor,73.85,54289.0,62.0,0.0,personal auto,four-door car,430.09
8229,ca,f,college,72.01,0.0,66.0,0.0,personal auto,four-door car,316.8
8230,ca,m,college,72.82,47482.0,93.0,0.0,corporate auto,four-door car,594.18
8231,az,m,master,32.38,60244.0,83.0,3.0,personal auto,four-door car,326.28
8232,az,m,college,27.23,20867.0,71.0,0.0,personal auto,four-door car,340.8
8233,ca,m,master,112.78,98138.0,93.0,1.0,personal auto,four-door car,427.53
8234,ca,m,high school or below,85.56,0.0,81.0,0.0,personal auto,four-door car,583.2
8235,wa,f,bachelor,29.12,20327.0,74.0,0.0,personal auto,four-door car,824.25
8236,or,f,high school or below,100.83,11828.0,90.0,0.0,personal auto,four-door car,571.48
8237,az,m,doctor,57.05,50695.0,71.0,0.0,personal auto,two-door car,110.57
8238,nv,m,high school or below,76.65,0.0,107.0,0.0,personal auto,four-door car,770.4
8239,or,m,high school or below,49.09,98693.0,61.0,0.0,personal auto,four-door car,292.8
8240,or,f,bachelor,54.7,54507.0,138.0,0.0,personal auto,suv,702.99
8241,nv,m,college,50.67,89703.0,126.0,0.0,personal auto,suv,601.98
8242,wa,f,college,48.96,0.0,71.0,0.0,personal auto,four-door car,421.15
8243,ca,m,bachelor,45.72,0.0,67.0,1.0,personal auto,two-door car,357.15
8244,or,m,college,82.37,70882.0,69.0,0.0,personal auto,four-door car,124.38
8245,nv,f,bachelor,39.65,60817.0,103.0,1.0,personal auto,four-door car,494.4
8246,nv,m,bachelor,109.01,72257.0,90.0,0.0,personal auto,four-door car,408.42
8247,ca,m,doctor,163.04,90008.0,137.0,0.0,personal auto,suv,406.99
8248,nv,f,high school or below,26.19,93987.0,65.0,0.0,personal auto,two-door car,251.32
8249,or,f,high school or below,140.24,81872.0,115.0,0.0,personal auto,four-door car,256.44
8250,nv,f,bachelor,243.21,60221.0,67.0,0.0,personal auto,four-door car,238.56
8251,az,f,bachelor,242.49,33651.0,69.0,1.0,personal auto,four-door car,328.65
8252,ca,f,college,208.64,0.0,61.0,0.0,special auto,four-door car,216.09
8253,or,m,high school or below,88.24,75741.0,109.0,0.0,corporate auto,suv,217.19
8254,az,m,master,76.1,38086.0,96.0,0.0,personal auto,two-door car,243.24
8255,ca,f,high school or below,74.86,38725.0,64.0,0.0,corporate auto,two-door car,307.2
8256,nv,m,high school or below,87.63,20132.0,86.0,3.0,corporate auto,four-door car,412.8
8257,az,m,master,273.86,0.0,105.0,0.0,personal auto,sports car,451.14
8258,or,m,high school or below,111.22,44299.0,106.0,5.0,personal auto,suv,754.26
8259,az,m,high school or below,56.58,98917.0,139.0,0.0,corporate auto,sports car,336.61
8260,ca,f,college,189.39,91535.0,67.0,1.0,personal auto,four-door car,126.63
8261,wa,f,college,138.66,53484.0,70.0,0.0,corporate auto,two-door car,333.05
8262,or,m,doctor,81.89,45318.0,103.0,0.0,personal auto,suv,494.4
8263,or,f,bachelor,56.27,46897.0,70.0,0.0,personal auto,four-door car,344.38
8264,az,f,master,32.09,40135.0,80.0,0.0,personal auto,four-door car,78.01
8265,az,m,college,52.83,38606.0,68.0,0.0,personal auto,four-door car,413.29
8266,or,f,bachelor,86.97,56550.0,73.0,3.0,corporate auto,four-door car,162.78
8267,or,f,college,52.59,61146.0,65.0,0.0,personal auto,four-door car,273.02
8268,nv,m,high school or below,78.55,36409.0,66.0,0.0,personal auto,four-door car,316.8
8269,az,f,bachelor,64.39,90035.0,80.0,0.0,personal auto,four-door car,141.63
8270,ca,f,bachelor,116.34,39669.0,98.0,0.0,personal auto,two-door car,492.94
8271,az,f,master,24.42,57963.0,61.0,0.0,personal auto,four-door car,42.16
8272,wa,f,high school or below,140.24,81872.0,115.0,0.0,personal auto,four-door car,256.44
8273,ca,f,high school or below,24.91,25965.0,65.0,0.0,personal auto,four-door car,329.21
8274,az,f,high school or below,34.1,59662.0,85.0,0.0,personal auto,four-door car,10.17
8275,nv,m,college,38.42,27906.0,102.0,0.0,personal auto,four-door car,489.6
8276,or,f,high school or below,33.4,51032.0,83.0,0.0,personal auto,four-door car,349.95
8277,az,f,bachelor,53.58,83771.0,133.0,0.0,personal auto,sports car,482.33
8278,or,f,bachelor,92.69,57052.0,115.0,1.0,corporate auto,suv,483.63
8279,ca,m,master,42.0,51510.0,106.0,0.0,personal auto,four-door car,688.55
8280,or,f,college,48.3,34819.0,61.0,0.0,corporate auto,four-door car,185.9
8281,ca,f,bachelor,142.45,31189.0,122.0,0.0,personal auto,sports car,585.6
8282,ca,f,college,40.95,32180.0,103.0,0.0,special auto,sports car,558.84
8283,ca,m,bachelor,337.19,27500.0,114.0,0.0,corporate auto,suv,472.28
8284,ca,f,college,75.4,67018.0,94.0,0.0,personal auto,four-door car,104.43
8285,az,m,bachelor,28.21,0.0,77.0,0.0,corporate auto,two-door car,436.37
8286,or,f,college,366.96,0.0,199.0,0.0,personal auto,luxury suv,1062.09
8287,ca,f,bachelor,197.31,33588.0,62.0,0.0,corporate auto,four-door car,419.92
8288,or,m,doctor,66.85,56270.0,83.0,0.0,personal auto,four-door car,398.4
8289,az,m,college,84.08,82800.0,70.0,0.0,corporate auto,four-door car,442.19
8290,az,f,college,73.72,0.0,68.0,0.0,personal auto,four-door car,425.14
8291,or,m,high school or below,47.42,63891.0,119.0,0.0,corporate auto,two-door car,7.65
8292,wa,f,master,158.65,43946.0,133.0,0.0,corporate auto,sports car,415.99
8293,wa,m,bachelor,53.96,62039.0,68.0,1.0,personal auto,four-door car,265.88
8294,or,m,college,43.3,60475.0,107.0,0.0,personal auto,four-door car,513.6
8295,nv,f,high school or below,57.08,70279.0,71.0,0.0,special auto,four-door car,331.23
8296,or,f,high school or below,35.01,0.0,93.0,0.0,personal auto,two-door car,446.4
8297,or,f,high school or below,39.19,66676.0,97.0,0.0,personal auto,four-door car,558.1
8298,az,m,high school or below,29.1,12048.0,77.0,0.0,corporate auto,four-door car,369.6
8299,az,f,college,48.28,0.0,68.0,0.0,personal auto,four-door car,326.4
8300,az,f,college,48.12,0.0,68.0,0.0,personal auto,two-door car,619.07
8301,ca,f,master,78.34,36094.0,99.0,1.0,personal auto,two-door car,456.5
8302,az,m,bachelor,146.66,0.0,61.0,0.0,corporate auto,four-door car,439.2
8303,wa,f,college,72.0,63328.0,89.0,0.0,personal auto,two-door car,427.2
8304,nv,m,high school or below,39.15,0.0,112.0,0.0,corporate auto,sports car,587.86
8305,wa,f,high school or below,94.7,36121.0,118.0,0.0,personal auto,four-door car,1107.15
8306,ca,m,master,54.8,56005.0,68.0,1.0,personal auto,four-door car,326.4
8307,az,f,high school or below,24.88,48597.0,71.0,5.0,corporate auto,four-door car,305.7
8308,ca,f,high school or below,58.87,0.0,81.0,0.0,personal auto,four-door car,583.2
8309,or,f,college,84.06,42540.0,70.0,0.0,personal auto,four-door car,43.55
8310,ca,m,college,86.86,87544.0,109.0,1.0,corporate auto,suv,523.2
8311,nv,m,high school or below,250.3,26292.0,80.0,2.0,personal auto,two-door car,384.0
8312,ca,f,high school or below,178.23,42696.0,228.0,0.0,personal auto,luxury car,1273.74
8313,nv,m,college,27.99,88009.0,71.0,0.0,corporate auto,two-door car,266.52
8314,wa,m,college,32.89,0.0,97.0,0.0,personal auto,four-door car,1026.32
8315,wa,f,college,20.04,0.0,66.0,4.0,corporate auto,four-door car,316.8
8316,or,f,master,137.36,16181.0,181.0,0.0,personal auto,suv,1261.32
8317,or,m,college,44.12,0.0,62.0,0.0,personal auto,two-door car,446.4
8318,az,f,bachelor,53.92,75438.0,136.0,0.0,personal auto,suv,438.48
8319,or,f,high school or below,25.62,0.0,73.0,0.0,corporate auto,two-door car,842.88
8320,or,m,bachelor,60.57,27681.0,83.0,0.0,corporate auto,two-door car,398.4
8321,az,f,bachelor,222.57,23444.0,196.0,0.0,corporate auto,suv,940.8
8322,wa,f,master,26.94,63684.0,68.0,0.0,personal auto,two-door car,343.89
8323,or,f,college,42.97,61737.0,107.0,0.0,personal auto,sports car,495.67
8324,ca,m,high school or below,116.25,0.0,113.0,0.0,personal auto,four-door car,813.6
8325,or,m,bachelor,87.49,52373.0,111.0,0.0,personal auto,four-door car,186.16
8326,or,m,bachelor,31.56,58213.0,79.0,0.0,personal auto,four-door car,39.71
8327,ca,m,high school or below,33.18,74142.0,83.0,0.0,personal auto,two-door car,398.4
8328,nv,f,high school or below,78.21,0.0,109.0,0.0,personal auto,four-door car,784.8
8329,wa,m,college,42.41,49746.0,111.0,3.0,corporate auto,four-door car,589.3
8330,ca,f,high school or below,89.93,0.0,129.0,0.0,personal auto,suv,1059.57
8331,or,m,bachelor,73.04,0.0,104.0,0.0,personal auto,four-door car,499.2
8332,az,f,bachelor,52.18,39854.0,66.0,0.0,personal auto,two-door car,261.93
8333,nv,f,master,27.25,36650.0,69.0,1.0,corporate auto,four-door car,56.6
8334,ca,f,high school or below,185.7,32756.0,93.0,0.0,personal auto,two-door car,381.12
8335,nv,m,college,99.85,36268.0,86.0,1.0,personal auto,four-door car,531.16
8336,or,f,bachelor,82.58,23815.0,73.0,0.0,personal auto,four-door car,424.33
8337,az,f,college,80.02,0.0,107.0,0.0,corporate auto,suv,513.6
8338,nv,m,high school or below,58.98,39188.0,74.0,0.0,personal auto,four-door car,355.2
8339,nv,m,college,46.86,58089.0,118.0,0.0,personal auto,suv,566.4
8340,or,f,high school or below,59.43,62120.0,74.0,0.0,corporate auto,four-door car,28.32
8341,or,f,high school or below,26.48,26540.0,69.0,0.0,personal auto,four-door car,378.43
8342,ca,m,college,46.5,28215.0,65.0,0.0,personal auto,two-door car,468.0
8343,nv,f,doctor,448.56,61675.0,123.0,0.0,corporate auto,suv,482.55
8344,ca,m,master,265.7,0.0,100.0,0.0,personal auto,sports car,480.0
8345,nv,f,college,29.51,69600.0,74.0,0.0,personal auto,four-door car,341.4
8346,ca,f,college,24.65,40982.0,62.0,0.0,corporate auto,four-door car,106.67
8347,or,m,bachelor,55.56,74015.0,72.0,0.0,personal auto,four-door car,471.44
8348,ca,m,high school or below,32.0,0.0,94.0,0.0,personal auto,two-door car,1121.88
8349,or,f,bachelor,27.76,0.0,79.0,0.0,personal auto,four-door car,509.03
8350,az,m,college,163.55,29439.0,146.0,0.0,personal auto,suv,700.8
8351,or,m,college,73.3,0.0,108.0,0.0,personal auto,sports car,518.4
8352,az,m,bachelor,55.56,74015.0,72.0,0.0,personal auto,four-door car,471.44
8353,az,f,college,63.83,67881.0,79.0,0.0,personal auto,two-door car,391.04
8354,nv,f,high school or below,77.59,96162.0,97.0,0.0,corporate auto,four-door car,376.57
8355,ca,f,college,149.32,39049.0,63.0,0.0,personal auto,two-door car,294.76
8356,or,m,doctor,80.47,29808.0,105.0,1.0,personal auto,suv,52.46
8357,ca,f,master,108.62,65727.0,134.0,0.0,corporate auto,suv,364.0
8358,wa,f,high school or below,21.95,0.0,62.0,1.0,personal auto,four-door car,446.4
8359,ca,f,high school or below,23.97,22283.0,65.0,0.0,corporate auto,four-door car,572.07
8360,wa,f,college,40.7,37435.0,105.0,0.0,personal auto,suv,314.44
8361,or,m,college,55.79,27756.0,71.0,0.0,corporate auto,two-door car,735.73
8362,az,m,high school or below,81.4,86876.0,68.0,0.0,personal auto,four-door car,118.81
8363,ca,m,bachelor,74.45,0.0,114.0,0.0,personal auto,four-door car,863.86
8364,ca,f,high school or below,72.95,34062.0,91.0,0.0,corporate auto,four-door car,603.35
8365,or,m,high school or below,53.26,0.0,73.0,0.0,personal auto,two-door car,496.47
8366,wa,f,college,24.42,0.0,69.0,0.0,corporate auto,four-door car,331.2
8367,az,f,college,103.08,78358.0,128.0,0.0,corporate auto,suv,614.4
8368,ca,f,bachelor,24.62,12222.0,67.0,1.0,corporate auto,two-door car,321.6
8369,ca,f,bachelor,25.22,41247.0,64.0,0.0,personal auto,two-door car,307.2
8370,ca,f,college,254.65,13663.0,97.0,0.0,corporate auto,four-door car,465.6
8371,nv,f,college,28.23,25531.0,74.0,0.0,personal auto,two-door car,355.2
8372,nv,m,college,58.12,58643.0,74.0,0.0,personal auto,four-door car,329.47
8373,or,m,bachelor,218.5,48107.0,190.0,2.0,corporate auto,luxury suv,912.0
8374,wa,f,bachelor,93.2,18643.0,119.0,0.0,corporate auto,four-door car,571.2
8375,nv,f,college,223.05,0.0,102.0,0.0,personal auto,two-door car,401.53
8376,or,m,master,221.19,58645.0,110.0,0.0,personal auto,suv,427.72
8377,or,f,bachelor,72.18,95058.0,177.0,0.0,personal auto,suv,89.71
8378,wa,f,bachelor,61.17,0.0,87.0,0.0,corporate auto,four-door car,1032.61
8379,or,f,high school or below,48.82,19715.0,66.0,4.0,personal auto,four-door car,475.2
8380,nv,f,master,26.74,68787.0,66.0,0.0,personal auto,four-door car,105.38
8381,nv,m,bachelor,77.25,29056.0,66.0,0.0,personal auto,two-door car,355.53
8382,or,f,college,47.08,47829.0,117.0,1.0,personal auto,suv,561.6
8383,az,f,bachelor,44.47,13128.0,118.0,0.0,personal auto,four-door car,771.88
8384,ca,f,college,48.24,58946.0,121.0,0.0,personal auto,suv,486.72
8385,or,m,college,54.2,31614.0,71.0,0.0,personal auto,four-door car,234.68
8386,ca,f,bachelor,75.83,44667.0,65.0,0.0,personal auto,four-door car,245.66
8387,or,m,college,38.52,0.0,111.0,0.0,personal auto,four-door car,937.82
8388,ca,m,high school or below,76.47,91512.0,189.0,0.0,personal auto,luxury car,907.2
8389,or,f,high school or below,52.3,26540.0,69.0,1.0,personal auto,four-door car,331.2
8390,or,m,bachelor,36.14,0.0,103.0,0.0,personal auto,suv,741.6
8391,nv,m,high school or below,28.54,38798.0,72.0,0.0,personal auto,four-door car,332.95
8392,or,f,bachelor,85.43,0.0,117.0,0.0,personal auto,sports car,561.6
8393,or,f,bachelor,51.5,65629.0,64.0,0.0,personal auto,four-door car,89.41
8394,nv,f,master,87.24,33291.0,73.0,1.0,personal auto,four-door car,172.23
8395,ca,f,college,164.77,57264.0,84.0,1.0,personal auto,four-door car,129.25
8396,ca,f,bachelor,263.39,60970.0,110.0,0.0,personal auto,suv,94.5
8397,or,m,college,42.44,34220.0,109.0,1.0,corporate auto,suv,523.2
8398,az,m,master,57.57,88997.0,72.0,0.0,personal auto,four-door car,174.04
8399,az,m,doctor,48.27,18779.0,63.0,0.0,personal auto,four-door car,215.26
8400,or,m,college,80.93,50825.0,102.0,0.0,corporate auto,suv,369.61
8401,az,m,high school or below,30.11,0.0,86.0,0.0,personal auto,four-door car,569.13
8402,ca,f,high school or below,86.64,29218.0,72.0,0.0,personal auto,four-door car,502.37
8403,ca,m,high school or below,24.72,95697.0,61.0,0.0,special auto,two-door car,114.27
8404,or,f,doctor,56.27,61486.0,70.0,0.0,personal auto,two-door car,334.13
8405,az,f,bachelor,74.94,0.0,68.0,0.0,personal auto,four-door car,326.4
8406,or,f,bachelor,54.53,17723.0,72.0,0.0,personal auto,two-door car,345.6
8407,ca,m,high school or below,25.92,72421.0,65.0,0.0,personal auto,four-door car,312.0
8408,ca,f,college,67.22,36510.0,84.0,0.0,personal auto,four-door car,286.78
8409,or,m,bachelor,55.01,35396.0,70.0,0.0,personal auto,two-door car,336.0
8410,or,f,college,25.51,69230.0,63.0,0.0,special auto,four-door car,283.24
8411,wa,f,master,77.72,28054.0,195.0,1.0,corporate auto,suv,571.66
8412,ca,f,college,42.36,25866.0,109.0,0.0,personal auto,four-door car,523.2
