,region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
8760,west region,f,high school or below,26.19,60477.0,65.0,0.0,corporate auto,four-door car,139.84
8761,east,f,high school or below,37.32,37823.32,96.0,0.0,personal auto,four-door car,460.8
8762,north west,m,high school or below,54.21,40376.0,69.0,0.0,personal auto,four-door car,427.87
8764,central,f,high school or below,417.88,46587.0,119.0,2.0,personal auto,four-door car,571.2
8765,central,m,high school or below,96.14,34398.0,61.0,1.0,personal auto,two-door car,292.8
8766,west region,f,bachelor,47.67,70432.0,61.0,3.0,personal auto,four-door car,6.42
8767,north west,f,doctor,239.85,79655.0,296.0,0.0,personal auto,luxury car,498.16
8768,central,f,college,72.93,37823.32,98.0,0.0,personal auto,two-door car,470.4
8769,west region,f,bachelor,212.55,73457.0,133.0,1.0,personal auto,suv,198.12
8770,west region,m,college,53.58,37823.32,82.0,0.0,personal auto,four-door car,393.6
8771,west region,f,bachelor,51.92,23059.0,66.0,0.0,personal auto,two-door car,372.43
8772,east,f,bachelor,71.17,37823.32,66.0,0.0,personal auto,four-door car,316.8
8773,west region,f,bachelor,110.09,51643.0,283.0,0.0,personal auto,luxury car,1358.4
8774,central,m,high school or below,43.28,72531.0,109.0,1.0,personal auto,sports car,523.2
8775,west region,m,college,94.2,87840.0,118.0,1.0,personal auto,suv,161.59
8776,central,m,high school or below,25.93,57563.0,66.0,0.0,personal auto,four-door car,316.8
8777,central,m,bachelor,25.54,37823.32,72.0,2.0,personal auto,two-door car,345.6
8778,north west,m,doctor,35.28,31278.0,92.0,4.0,personal auto,two-door car,441.6
8779,central,f,college,53.41,37823.32,72.0,0.0,personal auto,four-door car,345.6
8780,west region,m,high school or below,24.49,47122.0,62.0,0.0,personal auto,two-door car,297.6
8781,north west,m,high school or below,56.66,37823.32,77.0,0.0,personal auto,four-door car,534.23
8782,north west,f,high school or below,52.73,60260.0,66.0,0.0,corporate auto,four-door car,328.37
8783,north west,f,college,86.73,37823.32,125.0,0.0,personal auto,suv,600.0
8784,central,m,high school or below,76.8,12677.0,101.0,0.0,personal auto,suv,500.63
8785,central,m,high school or below,29.99,28564.0,76.0,0.0,corporate auto,two-door car,364.8
8786,west region,f,bachelor,38.35,41341.0,99.0,0.0,personal auto,four-door car,240.24
8787,central,m,college,330.53,44246.0,122.0,3.0,personal auto,suv,585.6
8788,north west,m,master,51.75,37823.32,71.0,0.0,personal auto,four-door car,340.8
8789,west region,f,high school or below,79.51,70610.0,99.0,0.0,personal auto,four-door car,240.98
8790,central,f,high school or below,99.35,34831.0,124.0,0.0,personal auto,suv,595.2
8791,west region,f,bachelor,78.62,30374.0,99.0,0.0,personal auto,four-door car,304.54
8792,west region,m,college,80.93,50825.0,102.0,0.0,personal auto,suv,369.61
8793,north west,f,master,55.39,80727.0,68.0,0.0,personal auto,four-door car,98.72
8794,west region,f,bachelor,96.29,71269.0,80.0,0.0,personal auto,four-door car,350.69
8795,east,m,high school or below,58.27,45794.0,74.0,0.0,personal auto,four-door car,449.63
8796,west region,m,high school or below,48.08,99874.0,119.0,0.0,corporate auto,sports car,307.64
8798,west region,m,master,44.75,73019.0,112.0,0.0,corporate auto,suv,537.6
8799,north west,m,master,23.99,19112.0,62.0,0.0,personal auto,four-door car,259.01
8800,north west,m,college,78.4,58414.0,210.0,2.0,corporate auto,luxury suv,1008.0
8801,north west,m,bachelor,23.78,37823.32,70.0,0.0,personal auto,four-door car,734.07
8802,west region,f,high school or below,39.19,66676.0,97.0,0.0,personal auto,four-door car,558.1
8803,central,f,college,82.74,69011.0,70.0,0.0,personal auto,four-door car,336.0
8804,west region,m,bachelor,95.39,37823.32,85.0,0.0,personal auto,two-door car,58.71
8805,central,m,bachelor,53.32,37823.32,71.0,0.0,personal auto,four-door car,340.8
8806,central,f,bachelor,45.32,37823.32,126.0,0.0,corporate auto,suv,907.2
8807,west region,m,high school or below,38.34,37823.32,112.0,0.0,personal auto,suv,806.4
8808,north west,m,master,27.27,31385.0,69.0,0.0,personal auto,four-door car,68.19
8809,north west,f,college,82.38,68261.0,102.0,0.0,personal auto,sports car,84.1
8810,central,m,high school or below,47.58,92324.0,119.0,2.0,corporate auto,sports car,603.11
8811,west region,f,bachelor,88.18,37823.32,136.0,4.0,personal auto,suv,1237.26
8812,north west,f,master,242.78,20983.0,97.0,1.0,personal auto,four-door car,451.75
8813,north west,m,bachelor,55.96,68004.0,72.0,0.0,corporate auto,two-door car,416.34
8814,west region,f,high school or below,26.83,63471.0,67.0,0.0,personal auto,two-door car,387.72
8815,north west,f,bachelor,30.33,27369.0,77.0,0.0,personal auto,four-door car,331.94
8816,north west,f,high school or below,48.63,36839.0,61.0,0.0,personal auto,four-door car,152.5
8817,east,f,bachelor,21.29,37823.32,65.0,2.0,personal auto,four-door car,312.0
8818,central,f,high school or below,126.56,26149.0,157.0,0.0,personal auto,suv,753.6
8819,north west,f,high school or below,85.57,52440.0,109.0,0.0,corporate auto,four-door car,371.21
8820,north west,m,college,128.81,24571.0,109.0,0.0,personal auto,four-door car,523.2
8821,north west,m,high school or below,30.5,37823.32,90.0,0.0,special auto,four-door car,432.0
8822,east,m,master,32.38,60244.0,83.0,3.0,personal auto,four-door car,326.28
8823,central,m,college,52.49,37823.32,72.0,0.0,personal auto,four-door car,216.7
8824,east,f,bachelor,110.09,51643.0,283.0,0.0,personal auto,luxury car,1358.4
8825,central,f,high school or below,142.68,17157.0,123.0,0.0,personal auto,suv,770.75
8827,central,m,high school or below,30.35,17308.0,82.0,0.0,personal auto,four-door car,874.32
8828,central,f,college,83.29,37823.32,118.0,0.0,personal auto,suv,849.6
8829,west region,m,college,26.17,72302.0,66.0,0.0,personal auto,two-door car,316.8
8830,west region,f,master,25.74,34990.0,65.0,0.0,personal auto,four-door car,42.69
8831,central,m,college,40.05,37823.32,107.0,0.0,personal auto,four-door car,513.6
8832,central,f,bachelor,60.52,37823.32,87.0,1.0,personal auto,four-door car,626.4
8833,north west,m,bachelor,28.39,37823.32,81.0,0.0,personal auto,two-door car,388.8
8834,central,m,college,19.95,37823.32,61.0,0.0,personal auto,four-door car,393.22
8835,north west,m,college,119.44,33760.0,102.0,0.0,personal auto,suv,123.49
8836,west region,m,master,64.66,37823.32,90.0,0.0,personal auto,four-door car,144.78
8837,central,f,high school or below,67.46,70328.0,84.0,0.0,corporate auto,four-door car,293.23
8838,north west,m,bachelor,35.61,37823.32,99.0,0.0,special auto,four-door car,712.8
8839,central,m,bachelor,207.74,37823.32,63.0,0.0,corporate auto,two-door car,243.21
8840,north west,f,bachelor,39.39,60021.0,99.0,0.0,corporate auto,four-door car,882.87
8841,west region,f,bachelor,89.15,31991.0,81.0,3.0,personal auto,four-door car,548.32
8842,west region,m,bachelor,80.84,20169.0,112.0,1.0,personal auto,suv,537.6
8843,east,f,college,45.03,37823.32,64.0,0.0,personal auto,two-door car,307.2
8844,west region,m,high school or below,48.78,20178.0,69.0,2.0,corporate auto,four-door car,331.2
8845,central,m,high school or below,82.95,78189.0,103.0,0.0,corporate auto,four-door car,99.14
8846,east,m,high school or below,84.85,37823.32,244.0,0.0,personal auto,luxury car,1756.8
8847,north west,m,college,47.4,37823.32,72.0,1.0,personal auto,four-door car,518.4
8848,west region,m,high school or below,85.65,95697.0,107.0,0.0,personal auto,sports car,178.01
8849,north west,m,college,23.94,37823.32,70.0,0.0,personal auto,four-door car,425.27
8850,north west,m,high school or below,24.59,37823.32,70.0,0.0,personal auto,four-door car,504.0
8851,central,f,high school or below,195.97,64559.0,62.0,0.0,personal auto,four-door car,107.54
8852,east,m,college,218.93,58149.0,61.0,0.0,special auto,four-door car,292.8
8853,west region,m,college,87.28,37823.32,124.0,0.0,personal auto,suv,473.47
8854,north west,m,high school or below,23.86,70911.0,63.0,3.0,corporate auto,two-door car,302.4
8855,east,m,high school or below,218.92,78337.0,62.0,2.0,corporate auto,two-door car,36.29
8856,central,f,doctor,28.14,50397.0,70.0,0.0,corporate auto,four-door car,350.65
8857,central,f,master,29.97,51199.0,74.0,0.0,corporate auto,four-door car,355.2
8858,central,f,bachelor,40.63,46928.0,102.0,1.0,personal auto,four-door car,631.4
8859,north west,f,master,83.69,23879.0,107.0,0.0,corporate auto,suv,635.64
8861,north west,f,high school or below,75.17,37823.32,106.0,0.0,personal auto,suv,850.59
8863,east,f,master,119.82,21514.0,62.0,0.0,personal auto,two-door car,257.25
8864,central,f,high school or below,26.02,57231.0,65.0,0.0,personal auto,four-door car,305.12
8865,north west,f,high school or below,46.55,37823.32,69.0,4.0,corporate auto,four-door car,331.2
8866,west region,f,bachelor,35.8,84598.0,89.0,2.0,personal auto,two-door car,639.27
8867,central,m,college,53.88,48895.0,68.0,0.0,corporate auto,four-door car,325.01
8868,central,m,high school or below,37.05,84493.0,92.0,0.0,personal auto,four-door car,441.6
8869,west region,f,bachelor,86.13,37277.0,109.0,1.0,personal auto,suv,417.72
8870,north west,m,high school or below,27.03,37823.32,71.0,0.0,personal auto,two-door car,497.39
8871,west region,f,college,25.12,14906.0,66.0,0.0,corporate auto,four-door car,421.63
8872,central,m,doctor,241.86,14710.0,112.0,0.0,personal auto,sports car,537.6
8873,west region,f,bachelor,151.2,20656.0,130.0,0.0,corporate auto,suv,706.11
8874,north west,f,bachelor,133.8,37823.32,194.0,0.0,personal auto,luxury suv,1396.8
8875,west region,m,bachelor,23.09,37823.32,64.0,0.0,personal auto,four-door car,431.77
8876,west region,f,bachelor,73.2,57777.0,61.0,1.0,corporate auto,four-door car,273.88
8877,north west,m,bachelor,261.13,80409.0,74.0,0.0,personal auto,two-door car,262.98
8878,west region,m,high school or below,56.4,73168.0,70.0,0.0,special auto,four-door car,425.8
8879,central,f,bachelor,47.15,37823.32,64.0,0.0,personal auto,two-door car,345.35
8880,west region,f,college,27.43,32437.0,69.0,0.0,corporate auto,two-door car,331.2
8881,west region,f,college,38.08,94903.0,94.0,0.0,personal auto,two-door car,451.2
8882,central,f,bachelor,46.92,82534.0,118.0,0.0,personal auto,suv,4.24
8883,central,m,bachelor,40.55,37823.32,121.0,0.0,personal auto,suv,1215.97
8884,central,f,high school or below,417.88,46587.0,119.0,2.0,personal auto,four-door car,571.2
8885,west region,m,bachelor,98.0,32245.0,124.0,0.0,personal auto,suv,257.5
8886,central,m,bachelor,123.8,39886.0,64.0,1.0,personal auto,two-door car,290.36
8887,west region,m,college,97.05,79157.0,61.0,0.0,corporate auto,two-door car,117.78
8888,north west,m,bachelor,42.53,37823.32,62.0,0.0,personal auto,two-door car,446.4
8889,north west,m,bachelor,35.68,37823.32,102.0,0.0,corporate auto,suv,660.43
8890,central,m,high school or below,51.54,37823.32,74.0,0.0,personal auto,four-door car,532.8
8891,central,m,college,75.59,37823.32,119.0,1.0,corporate auto,four-door car,964.52
8892,east,m,college,41.95,37823.32,64.0,3.0,special auto,two-door car,759.29
8893,north west,m,bachelor,28.29,25860.0,72.0,0.0,personal auto,four-door car,345.6
8894,east,f,master,32.22,77882.0,79.0,0.0,personal auto,four-door car,379.2
8895,north west,m,doctor,109.72,24164.0,137.0,0.0,personal auto,sports car,657.6
8896,central,m,college,24.31,37823.32,70.0,0.0,personal auto,four-door car,341.33
8897,north west,m,high school or below,37.9,66169.0,96.0,1.0,personal auto,two-door car,156.43
8898,west region,m,bachelor,88.38,82664.0,114.0,3.0,corporate auto,suv,133.43
8899,central,f,doctor,201.02,23638.0,102.0,0.0,personal auto,suv,489.6
8900,central,m,bachelor,63.88,26436.0,83.0,0.0,personal auto,two-door car,398.4
8901,central,f,college,26.57,37823.32,78.0,1.0,personal auto,four-door car,374.4
8902,central,m,bachelor,77.15,13154.0,102.0,0.0,personal auto,suv,489.6
8903,west region,f,master,27.05,24173.0,70.0,0.0,personal auto,four-door car,181.47
8904,west region,m,high school or below,24.95,26689.0,64.0,0.0,corporate auto,four-door car,424.71
8905,central,f,bachelor,24.98,31357.0,63.0,0.0,personal auto,four-door car,2.02
8906,north west,f,college,56.15,40417.0,71.0,1.0,personal auto,four-door car,130.3
8907,east,m,high school or below,20.89,37823.32,63.0,1.0,personal auto,four-door car,453.6
8908,central,m,high school or below,51.37,93872.0,64.0,0.0,personal auto,four-door car,206.5
8909,north west,f,bachelor,53.95,29853.0,69.0,0.0,personal auto,four-door car,76.59
8910,central,f,college,73.42,88049.0,92.0,0.0,corporate auto,two-door car,567.07
8911,east,f,college,47.91,29111.0,63.0,0.0,personal auto,four-door car,302.4
8912,north west,m,master,251.69,37282.0,79.0,0.0,personal auto,four-door car,222.51
8913,central,f,college,21.48,37823.32,62.0,0.0,personal auto,two-door car,297.6
8914,west region,f,bachelor,99.02,37823.32,133.0,0.0,personal auto,suv,945.17
8915,east,m,high school or below,31.58,58248.0,80.0,0.0,corporate auto,four-door car,134.37
8916,north west,f,high school or below,62.69,37823.32,89.0,1.0,special auto,two-door car,942.28
8917,central,f,college,108.4,26367.0,139.0,0.0,personal auto,suv,105.99
8918,central,f,master,76.76,89586.0,63.0,1.0,personal auto,four-door car,302.4
8919,east,f,high school or below,70.36,86642.0,87.0,0.0,personal auto,two-door car,234.06
8920,east,f,high school or below,35.77,24959.0,89.0,0.0,corporate auto,four-door car,640.8
8921,north west,m,bachelor,108.46,27279.0,137.0,0.0,personal auto,suv,770.23
8922,north west,m,bachelor,26.57,57117.0,67.0,0.0,personal auto,four-door car,321.6
8923,north west,f,college,68.84,64600.0,86.0,0.0,personal auto,four-door car,168.29
8924,west region,m,college,203.14,42218.0,180.0,3.0,personal auto,luxury car,212.13
8925,central,m,bachelor,201.21,32869.0,85.0,0.0,corporate auto,two-door car,117.47
8926,east,f,master,25.47,26047.0,64.0,1.0,personal auto,four-door car,187.9
8927,north west,f,high school or below,346.11,20090.0,109.0,0.0,personal auto,sports car,523.2
8928,north west,f,high school or below,42.55,11904.0,61.0,2.0,personal auto,two-door car,292.8
8929,west region,f,high school or below,36.59,37823.32,106.0,0.0,personal auto,suv,763.2
8930,east,f,bachelor,25.78,49467.0,65.0,0.0,personal auto,two-door car,413.7
8931,north west,m,bachelor,262.44,55705.0,113.0,0.0,personal auto,suv,149.91
8932,north west,f,bachelor,270.64,83560.0,113.0,1.0,corporate auto,four-door car,276.05
8934,central,f,doctor,26.91,82108.0,67.0,0.0,personal auto,four-door car,52.8
8935,north west,m,college,52.18,85721.0,65.0,0.0,corporate auto,four-door car,312.0
8936,west region,m,high school or below,82.68,59597.0,69.0,0.0,special auto,two-door car,222.79
8937,west region,m,high school or below,55.69,37823.32,79.0,1.0,corporate auto,two-door car,407.44
8938,west region,m,high school or below,25.95,37823.32,73.0,0.0,corporate auto,four-door car,350.4
8940,west region,f,high school or below,24.24,22319.0,63.0,1.0,personal auto,two-door car,302.4
8941,central,m,college,28.14,94304.0,71.0,0.0,personal auto,two-door car,182.82
8942,north west,f,master,25.06,17193.0,66.0,0.0,corporate auto,four-door car,316.8
8943,west region,f,high school or below,44.25,37800.0,112.0,0.0,corporate auto,suv,662.72
8944,central,f,college,95.55,96269.0,118.0,0.0,personal auto,four-door car,58.78
8945,north west,m,college,138.7,28432.0,118.0,0.0,corporate auto,suv,612.3
8946,central,f,high school or below,88.42,37823.32,118.0,0.0,personal auto,suv,566.4
8947,west region,m,bachelor,88.36,63909.0,112.0,0.0,personal auto,suv,206.91
8948,central,f,bachelor,334.73,33190.0,106.0,0.0,personal auto,suv,508.8
8949,central,m,college,50.01,43723.0,66.0,3.0,personal auto,four-door car,316.8
8950,central,f,high school or below,164.68,37823.32,63.0,0.0,corporate auto,four-door car,685.13
8951,central,f,high school or below,92.33,42600.0,115.0,0.0,personal auto,sports car,660.14
8952,central,f,bachelor,24.49,87802.0,63.0,5.0,personal auto,four-door car,173.9
8953,east,f,high school or below,185.44,34087.0,235.0,0.0,personal auto,luxury suv,889.52
8954,north west,m,master,52.3,18129.0,69.0,0.0,personal auto,four-door car,364.7
8955,central,f,college,417.45,45431.0,116.0,0.0,personal auto,four-door car,556.8
8956,west region,f,bachelor,75.31,37823.32,71.0,0.0,personal auto,four-door car,511.2
8957,central,m,high school or below,80.25,95191.0,101.0,0.0,corporate auto,four-door car,316.11
8958,central,f,master,162.61,41671.0,136.0,0.0,personal auto,suv,570.39
8959,north west,m,high school or below,80.23,53231.0,101.0,0.0,personal auto,suv,484.8
8960,north west,m,college,26.4,77299.0,66.0,0.0,personal auto,four-door car,151.87
8961,north west,f,high school or below,52.66,93348.0,65.0,0.0,personal auto,four-door car,108.57
8962,west region,m,bachelor,33.63,37823.32,107.0,2.0,personal auto,four-door car,770.4
8963,central,f,high school or below,26.3,37823.32,78.0,1.0,corporate auto,four-door car,374.4
8964,central,f,high school or below,64.86,87210.0,81.0,0.0,personal auto,four-door car,353.59
8965,central,f,college,184.0,37823.32,73.0,0.0,personal auto,four-door car,525.6
8966,east,f,college,39.21,62445.0,98.0,1.0,personal auto,four-door car,681.17
8967,west region,m,high school or below,96.88,20009.0,87.0,1.0,corporate auto,four-door car,987.12
